,距離,1回目,2回目,3回目,4回目,5回目,6～9回目,10～19回,20回以上,3日間以内,4～6日間,7～13日間,14～20日間,21～27日間,28～90日間,91日間以上1年未満,自分ひとり,夫婦・パートナー,家族・親族,職場の同僚,友人,その他,店頭で申し込んだ,ウェブサイトから申し込んだ,電話等その他の方法で申し込んだ,北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県,延べ合計,満足度_大変満足,満足度_満足,満足度_やや満足,満足度_普通,満足度_やや不満,満足度_不満,満足度_大変不満,満足度_回答者数および選択率延べ合計,再訪_必ず来たい,再訪_来たい,再訪_やや来たい,再訪_何ともいえない,再訪_あまり来たくない,再訪_来たくない,再訪_絶対来たくない,再訪_回答者数および選択率延べ合計,前役立ち_日本政府観光局ホームページ,前役立ち_旅行会社ホームページ,前役立ち_宿泊施設ホームページ,前役立ち_航空会社ホームページ,前役立ち_地方観光協会ホームページ,前役立ち_宿泊予約サイト,前役立ち_口コミサイト（トリップアドバイザー等）,前役立ち_ＳＮＳ（Facebook/Twitter/微信等）,前役立ち_個人のブログ,前役立ち_動画サイト（YouTube/土豆網等）,前役立ち_その他インターネット,前役立ち_日本政府観光局の案内所,前役立ち_旅行会社パンフレット,前役立ち_旅行ガイドブック,前役立ち_自国の親族・知人,前役立ち_日本在住の親族・知人,前役立ち_旅行の展示会や見本市,前役立ち_テレビ番組,前役立ち_新聞,前役立ち_旅行専門誌,前役立ち_その他雑誌,前役立ち_その他,前役立ち_特になし,前役立ち_回答者数および選択率延べ合計,中役立ち_宿泊施設,中役立ち_交通手段,中役立ち_飲食店,中役立ち_観光施設,中役立ち_イベント,中役立ち_土産物,中役立ち_買物場所,中役立ち_無料Ｗｉ-Ｆｉ,中役立ち_祈祷室,中役立ち_ＡＴＭ,中役立ち_宅配便,中役立ち_日本文化体験プログラム,中役立ち_自然体験ツアー・農山漁村体験,中役立ち_通訳案内士・観光ガイド,中役立ち_有料での住宅宿泊（Airbnb等）,中役立ち_クレジットカード利用可能店舗,中役立ち_その他,中役立ち_特になし,中役立ち_回答者数および選択率延べ合計,今回_日本食を食べること,今回_日本の酒を飲むこと（日本酒・焼酎等）,今回_旅館に宿泊,今回_温泉入浴,今回_自然・景勝地観光,今回_繁華街の街歩き,今回_ショッピング,今回_美術館・博物館・動植物園・水族館,今回_テーマパーク,今回_スキー・スノーボード,今回_その他スポーツ（ゴルフ等）,今回_舞台・音楽鑑賞,今回_スポーツ観戦（相撲・サッカー等）,今回_自然体験ツアー・農漁村体験,今回_四季の体感（花見・紅葉・雪等）,今回_映画・アニメ縁の地を訪問,今回_日本の歴史・伝統文化体験,今回_日本の日常生活体験,今回_日本のポップカルチャーを楽しむ,今回_治療・健診,今回_上記には当てはまるものがない,今回_回答者数および選択率延べ合計,満足_日本食を食べること,満足_日本の酒を飲むこと（日本酒・焼酎等）,満足_旅館に宿泊,満足_温泉入浴,満足_自然・景勝地観光,満足_繁華街の街歩き,満足_ショッピング,満足_美術館・博物館・動植物園・水族館,満足_テーマパーク,満足_スキー・スノーボード,満足_その他スポーツ（ゴルフ等）,満足_舞台・音楽鑑賞,満足_スポーツ観戦（相撲・サッカー等）,満足_自然体験ツアー・農漁村体験,満足_四季の体感（花見・紅葉・雪等）,満足_映画・アニメ縁の地を訪問,満足_日本の歴史・伝統文化体験,満足_日本の日常生活体験,満足_日本のポップカルチャーを楽しむ,満足_治療・健診,期待_日本食を食べること,期待_日本の酒を飲むこと（日本酒・焼酎等）,期待_旅館に宿泊,期待_温泉入浴,期待_自然・景勝地観光,期待_繁華街の街歩き,期待_ショッピング,期待_美術館・博物館・動植物園・水族館,期待_テーマパーク,期待_スキー・スノーボード,期待_その他スポーツ（ゴルフ等）,期待_舞台・音楽鑑賞,期待_スポーツ観戦（相撲・サッカー等）,期待_自然体験ツアー・農漁村体験,期待_四季の体感（花見・紅葉・雪等）,期待_映画・アニメ縁の地を訪問,期待_日本の歴史・伝統文化体験,期待_日本の日常生活体験,期待_日本のポップカルチャーを楽しむ,期待_治療・健診,期待_上記には当てはまるものがない,期待_回答者数および選択率延べ合計,一番期待_日本食を食べること,一番期待_日本の酒を飲むこと（日本酒・焼酎等）,一番期待_旅館に宿泊,一番期待_温泉入浴,一番期待_自然・景勝地観光,一番期待_繁華街の街歩き,一番期待_ショッピング,一番期待_美術館・博物館・動植物園・水族館,一番期待_テーマパーク,一番期待_スキー・スノーボード,一番期待_その他スポーツ（ゴルフ等）,一番期待_舞台・音楽鑑賞,一番期待_スポーツ観戦（相撲・サッカー等）,一番期待_自然体験ツアー・農漁村体験,一番期待_四季の体感（花見・紅葉・雪等）,一番期待_映画・アニメ縁の地を訪問,一番期待_日本の歴史・伝統文化体験,一番期待_日本の日常生活体験,一番期待_日本のポップカルチャーを楽しむ,一番期待_治療・健診,一番期待_上記には当てはまるものがない,一番期待_回答者数および選択率延べ合計,次回_日本食を食べること,次回_日本の酒を飲むこと,次回_旅館に宿泊,次回_温泉入浴,次回_自然・景勝地観光,次回_繁華街の街歩き,次回_ショッピング,次回_美術館・博物館等,次回_テーマパーク,次回_スキー・スノーボード,次回_その他スポーツ,次回_舞台・音楽鑑賞,次回_スポーツ観戦,次回_自然体験ツアー・農漁村体験,次回_四季の体感,次回_映画・アニメ縁の地を訪問,次回_日本の歴史・伝統文化体験,次回_日本の日常生活体験,次回_日本のポップカルチャーを楽しむ,次回_治療・健診,次回_その他,次回_上記には当てはまるものがない,次回_回答者数および選択率延べ合計,一番満足_菓子類,一番満足_酒類,一番満足_生鮮農産物,一番満足_その他食料品・飲料・たばこ,一番満足_化粧品・香水,一番満足_医薬品,一番満足_健康グッズ・トイレタリー,一番満足_衣類,一番満足_靴・かばん・革製品,一番満足_電気製品,一番満足_時計・フィルムカメラ,一番満足_宝石・貴金属,一番満足_民芸品・伝統工芸品,一番満足_本・雑誌・ガイドブックなど,一番満足_音楽・映像・ゲームなどソフトウェア,一番満足_その他買物代,一番満足_その他,一番満足_回答者数および選択率延べ合計,一番満足購入_美味しい,一番満足購入_品質が良い,一番満足購入_自国で入手が難しい,一番満足購入_価格が手頃・自国より安い,一番満足購入_日本製,一番満足購入_伝統的・日本独特,一番満足購入_好きなブランド・商品である,一番満足購入_デザインが良い・かわいい,一番満足購入_人気がある・有名,一番満足購入_お土産に良い・頼まれた,一番満足購入_便利だから,一番満足購入_その他,一番満足購入_不明,一番満足購入_回答者数および選択率延べ合計,一番満足飲食_寿司,一番満足飲食_ラーメン,一番満足飲食_そば・うどん,一番満足飲食_肉料理,一番満足飲食_魚料理,一番満足飲食_小麦粉料理,一番満足飲食_その他日本料理,一番満足飲食_外国の料理,一番満足飲食_その他料理,一番満足飲食_菓子類,一番満足飲食_果物,一番満足飲食_酒,一番満足飲食_その他食料品・飲料,一番満足飲食_回答者数および選択率延べ合計,一番満足飲食理由_美味しい,一番満足飲食理由_食材が新鮮,一番満足飲食理由_自国で味わうことができない,一番満足飲食理由_価格が手頃・自国より安い,一番満足飲食理由_量や種類が適切,一番満足飲食理由_伝統的・日本独特,一番満足飲食理由_好きな料理・食品である,一番満足飲食理由_盛り付けの見た目が良い,一番満足飲食理由_人気がある・有名,一番満足飲食理由_健康に良い,一番満足飲食理由_店のサービスや雰囲気,一番満足飲食理由_その他,一番満足飲食理由_不明,一番満足飲食理由_回答者数および選択率延べ合計,団体パッケージツアー,個人旅行向けパッケージ商品,往復航空（船舶）運賃,宿泊費,飲食費,交通費,交通費_航空（日本国内移動のみ）,交通費_Japan Rail Pass,交通費_新幹線・鉄道・地下鉄・モノレール,交通費_バス,交通費_タクシー,交通費_レンタカー,交通費_船舶（日本国内移動のみ）,交通費_その他交通費,娯楽等サービス費,娯楽等サービス費_現地ツアー・観光ガイド,娯楽等サービス費_ゴルフ場,娯楽等サービス費_テーマパーク,娯楽等サービス費_舞台・音楽鑑賞,娯楽等サービス費_スポーツ観戦,娯楽等サービス費_美術館・博物館・動植物園・水族館,娯楽等サービス費_スキー場リフト,娯楽等サービス費_温泉・温浴施設・ｴｽﾃ・ﾘﾗｸｾﾞｰｼｮﾝ,娯楽等サービス費_マッサージ・医療費,娯楽等サービス費_展示会・コンベンション参加費,娯楽等サービス費_レンタル料（レンタカーを除く）,娯楽等サービス費_その他娯楽等サービス費,買物代,買物代_菓子類,買物代_酒類,買物代_生鮮農産物,買物代_その他食料品・飲料・たばこ,買物代_化粧品・香水,買物代_医薬品,買物代_健康グッズ・トイレタリー,買物代_衣類,買物代_靴・かばん・革製品,買物代_電気製品（デジタルカメラ／PC／家電等）,買物代_時計・フィルムカメラ,買物代_宝石・貴金属,買物代_民芸品・伝統工芸品,買物代_本･雑誌･ガイドブックなど,買物代_音楽・映像・ゲームなどソフトウェア,買物代_その他買物代,その他諸経費
全国籍･地域,,35.7911,15.7624,10.8765,6.9864,6.2041,9.0634,8.5368,6.7793,10.0295,49.6792,29.1886,5.9821,1.5962,2.5336,0.9909,23.2287,15.2656,30.8739,8.6079,20.8987,0.7326,25.7742,70.1632,4.0626,8.0075,0.7403,0.416,0.9978,0.3459,0.397,0.3276,0.8928,1.2853,0.5456,1.0622,35.1178,47.2373,7.8376,0.6214,1.1447,2.0058,0.2145,5.5438,2.8556,3.0012,4.7602,9.024,0.7471,0.6882,27.8039,38.6039,6.0407,11.7069,1.0675,0.4507,0.2344,1.0231,3.028,0.5923,0.2967,0.9934,0.3763,0.1926,8.6907,0.9387,1.4953,1.9365,3.3043,0.5208,1.049,6.1199,252.2826,56.414,38.2784,3.3591,1.5958,0.2047,0.101,0.047,100,63.3257,30.8411,3.5129,1.8843,0.2628,0.1339,0.0393,100,10.3526,14.267,11.2252,8.5069,5.5439,9.6567,15.4857,24.5728,24.3889,14.9023,9.6378,2.1199,6.7692,11.3355,19.5832,13.486,1.0581,7.3776,1.1167,6.8187,0.5055,1.8465,12.6581,233.215,33.1581,54.2383,37.9167,32.6671,7.1943,13.8513,24.5558,26.6301,0.6,8.8646,1.6389,6.8693,3.9462,5.328,3.4673,7.6241,1.373,14.481,284.4041,96.6011,42.3265,26.8911,31.9728,65.8624,74.6135,82.7515,29.3497,20.6684,2.7911,1.5142,3.7474,2.8691,7.0171,13.662,4.5875,28.6702,22.4802,13.5118,0.86,0.2954,573.0428,93.9027,92.3012,90.0268,94.4281,94.6741,92.1555,92.6416,93.4719,95.3715,92.5003,94.3432,93.7484,92.5721,92.6439,92.9498,93.8893,94.9281,94.5303,92.3541,85.5872,69.6778,24.4161,18.8539,26.7229,47.0051,43.3128,52.568,20.7972,18.0817,4.4835,1.8977,3.9111,3.6206,6.3062,13.5094,4.7085,22.1907,17.0306,10.2489,0.7372,7.1591,417.2387,27.5755,1.6622,1.5339,6.8907,14.2263,3.3456,11.2521,3.3004,7.3334,2.0576,0.8278,1.3773,1.3081,1.1429,4.3948,0.769,4.8208,3.0258,1.6099,0.302,1.2439,100,57.5529,21.8593,26.7287,49.2429,45.0035,26.6375,42.8888,17.8894,21.8252,18.0262,2.4838,8.7756,7.9409,16.4034,26.8604,10.2414,25.7656,22.358,13.6026,1.606,1.2158,1.0908,465.9986,21.4728,3.4927,1.3468,5.9444,13.7909,7.0933,0.7715,12.8771,7.6689,4.142,1.7387,0.1916,3.1547,0.9959,0.4477,14.763,0.108,100,24.6964,44.1145,16.4402,22.901,29.4162,10.3034,18.3505,21.3315,15.9111,17.1557,2.377,0.5078,0,223.5052,15.5534,19.3368,4.3941,26.7455,12.6415,3.4129,6.5278,0.697,4.2605,3.1043,0.5657,1.1417,1.6187,100,92.6614,44.4071,17.4013,12.3218,6.3851,24.4037,19.6974,6.3372,13.6674,6.0219,8.2754,0.4866,0,252.0665,16.8643,6.4937,76.642,70.8102,87.9574,80.3678,2.1479,11.2088,63.846,20.6823,18.3846,7.7907,0.9827,1.3554,41.9585,4.3403,0.2707,14.7188,1.4092,1.4159,22.0867,1.3134,4.6992,0.7034,0.5668,0.5908,2.4469,96.4791,69.4636,19.0011,7.0814,38.0245,42.2485,34.59,15.5319,36.6214,20.414,8.5437,3.3422,1.4648,9.4588,4.6581,3.0367,7.1255,0.3494
韓国,1157,20.7633,18.5888,14.2599,9.0152,6.9792,8.3334,10.826,11.234,35.6721,55.7877,5.4425,0.6854,0.378,1.2732,0.761,24.1989,12.7282,26.2073,9.4327,26.6571,0.981,17.134,79.1905,3.6755,9.8854,0.2323,0.0298,0.3178,0.0665,0.1176,0.0877,0.4736,0.275,0.2132,0.7945,16.4693,21.3996,2.8384,0.134,0.5951,0.273,0.0688,0.2685,0.4191,0.6626,0.9993,3.1635,0.3591,0.2315,13.9225,28.7783,4.831,3.0081,0.2023,0.6178,0.2864,0.5414,0.8734,1.5845,0.061,0.742,0.0965,0.0584,23.6247,1.9637,2.7853,2.1647,8.353,0.6465,1.3067,7.8398,164.663,37.3521,52.3584,4.6588,4.9037,0.377,0.313,0.037,100,39.5464,51.1128,5.6008,3.227,0.3578,0.1552,0,100,2.0615,6.889,6.6118,4.1227,0.7637,10.354,5.0291,30.9074,43.6605,9.872,16.2791,1.2089,2.0722,7.751,10.7322,8.7882,0.3915,1.7178,0.1765,0.7126,0.3035,0.6511,17.7897,188.8461,23.9571,35.3462,28.979,20.3167,1.8663,5.1459,12.317,13.8006,0.0301,1.7865,0.4139,2.1356,0.4379,4.5121,1.0023,2.2755,1.8455,28.6768,184.8448,97.6161,59.7615,14.404,31.4105,51.8176,69.9544,77.1031,14.5447,14.0875,0.223,1.9685,3.5681,0.3622,1.8077,4.6659,2.4689,8.9443,13.0074,8.7126,0.385,0.1953,477.0082,93.1257,89.3789,85.0765,95.2974,92.7524,88.4092,88.5082,83.1598,95.4835,89.7189,99.5413,98.7776,86.7282,82.6808,87.9398,97.0481,77.1624,88.3094,81.2959,82.4274,68.4489,27.1972,7.7383,24.2141,29.5205,30.548,39.4149,8.6478,12.6685,0.6268,1.9339,3.3153,0.6548,1.5959,3.6901,2.7343,5.5324,7.2723,5.9226,0.2073,10.6478,292.5316,40.1345,4.2251,1.5775,10.8406,9.0534,2.7964,8.253,2.883,8.2979,0.2241,1.5627,2.2629,0.1902,0.5286,1.5143,0.2885,1.0597,1.293,1.0493,0.0746,1.8908,100,48.5577,23.8608,19.5412,53.1386,25.4671,15.2902,29.7994,7.8636,16.9996,4.5839,3.7908,5.7243,4.9534,4.9645,8.2852,8.4568,10.3079,12.6708,10.3486,0.1441,1.2082,2.2567,318.2136,24.243,6.7443,0.3927,10.1268,6.292,13.5526,2.1627,11.0206,5.4348,2.0722,0.6644,0.009,1.6295,0.8926,0.488,14.178,0.0967,100,31.2345,30.9235,16.2819,21.0427,14.405,4.4513,14.5617,17.5394,14.8509,21.9348,2.3812,0.6302,0,190.2371,19.4387,12.9207,7.5164,30.7018,8.4401,2.9763,7.4233,0.8066,4.7764,1.9888,0.1093,1.7532,1.1485,100,95.0942,21.1363,13.6118,8.1165,7.1463,13.6744,16.5511,3.2651,9.6365,1.9268,7.5321,0.3069,0,197.9981,11.3035,3.4167,85.2798,78.3679,89.4205,83.3246,0.8554,5.2857,60.5633,29.5297,19.4862,8.1959,0.8171,1.8307,35.7325,4.9527,0.7069,12.6525,1.5794,0.276,10.0362,0.1406,7.4313,0.8101,0.3716,0.4877,4.8969,95.2126,77.9384,24.1475,2.4918,37.7046,24.3743,35.96,8.6621,21.7372,9.2324,2.5201,1.0667,0.6245,4.2723,3.1707,2.3806,7.7861,0.3949
台湾,2104,13.2213,14.2273,13.2048,9.5882,10.3824,17.2073,13.2607,8.908,5.2775,71.277,19.6362,1.7354,0.5447,1.1509,0.3782,15.665,12.556,44.6948,5.8148,20.1284,1.0477,29.2093,66.7001,4.0906,10.5651,2.1183,1.768,3.15,1.1483,1.2294,0.5681,0.7945,1.6954,0.6264,1.0855,26.3443,29.286,4.6308,0.8108,3.8114,4.0985,0.3448,4.2527,6.1762,5.1349,1.8551,7.1392,0.885,1.496,18.3595,26.1138,7.512,8.8399,0.7873,0.4382,0.3683,2.0186,1.1358,0.6264,0.503,1.5918,0.6843,0.2483,7.7957,1.3528,2.1341,3.8607,4.284,0.8519,1.0508,15.5767,227.1483,54.6235,41.1932,3.3041,0.713,0.0777,0.0137,0.075,100,72.3753,25.0582,1.3605,0.9651,0.1261,0.1149,0,100,16.0807,18.538,10.977,8.6525,9.4708,9.6283,10.2661,20.7326,33.9999,14.0706,8.2328,3.135,10.2361,12.1675,18.4571,9.0802,1.978,14.1765,2.5329,13.0017,0.4754,1.8354,7.8213,255.5465,43.352,60.2176,36.3188,41.174,10.3898,25.1656,25.5174,21.1786,0.0984,2.7133,2.1757,8.6756,4.5837,5.649,3.3678,6.711,0.7248,11.0346,309.0476,96.6893,31.1587,31.6261,34.3574,75.1968,80.014,88.6775,32.4449,20.6408,2.9284,1.6763,2.1167,1.6825,7.6332,17.2237,2.2875,23.8882,20.1667,13.0997,0.714,0.1962,584.4185,91.0892,88.8831,85.0513,92.0696,92.293,88.6562,88.6773,88.8798,91.2535,88.1181,94.7314,87.6417,97.0286,90.9652,92.6889,91.192,92.5002,91.4451,91.0345,94.5563,59.5427,16.8111,19.532,25.7397,48.5889,41.43,49.6379,19.4644,16.721,4.6509,2.4101,1.9765,2.0099,6.2621,15.5388,2.6372,16.1519,13.7654,8.6687,0.7963,6.9417,379.2773,17.1834,1.2323,1.3133,7.8758,18.7882,5.0798,11.6821,4.2634,7.7647,2.2588,1.5108,0.9146,1.2007,1.2502,7.2327,0.391,4.1931,3.0152,1.877,0.5883,0.3846,100,57.0964,18.0664,26.6341,49.7644,50.1475,31.0001,47.5841,14.9979,23.3423,21.9475,2.1274,5.4865,6.9936,16.332,30.8876,6.1807,23.2148,24.7478,14.7114,0.6017,0.9592,0.8575,473.6809,23.5859,2.5856,2.8142,5.9536,7.6532,12.1179,0.7601,12.6416,6.9359,7.5078,0.8011,0.0639,2.3299,0.7521,0.3124,13.14,0.0447,100,25.5664,42.3756,13.2008,25.0732,30.2445,8.6864,19.7751,17.6347,12.642,16.6386,1.697,0.3051,0,213.8395,8.3201,21.0892,4.1768,29.9247,13.9377,1.7312,7.4808,0.6539,5.7866,3.9194,1.5953,0.4075,0.9769,100,90.7524,49.6454,14.1596,10.334,6.402,21.1443,21.2034,4.4705,11.8107,2.88,6.2107,0.2433,0,239.2564,25.4046,9.2821,65.3133,63.0475,83.9584,74.8934,0.8799,11.6262,56.8642,14.811,9.6284,15.8842,1.1694,1.9611,40.7046,4.4028,0.1022,12.9879,0.9448,0.9297,23.8576,1.5407,2.3601,0.1963,0.3827,0.6176,1.9976,98.9067,78.0873,18.5388,13.5052,44.19,38.4104,57.1104,28.8308,39.6446,21.2377,12.9329,1.1327,0.3429,6.8685,4.0058,2.8752,5.1719,0.1773
香港,2786,11.8802,11.2464,11.0356,8.792,9.0737,16.8891,19.1018,11.9812,3.0177,56.8143,37.4012,1.7586,0.2977,0.5354,0.175,14.6757,21.9247,41.3525,2.9243,18.2929,0.5554,16.5415,80.619,2.8395,8.105,0.9313,0.5286,0.7691,0.3965,0.5473,0.1816,0.6437,0.9967,0.6203,0.9287,28.4284,32.2602,3.993,0.6139,2.0299,2.9906,0.7145,3.3885,3.4446,4.5179,2.0854,8.0973,1.0197,1.0916,19.05,31.4017,6.3784,7.7959,2.3331,1.5717,0.4651,2.0233,1.5004,0.6909,0.9904,2.0346,0.8396,0.4502,11.401,1.7427,2.3235,5.2815,5.9659,2.1493,3.9906,8.5326,228.2366,44.2946,51.949,2.7822,0.7288,0.1577,0.029,0.0588,100,68.0689,29.2614,1.7216,0.7818,0.0643,0.0702,0.0318,100,20.282,16.2286,14.693,11.5092,13.1863,12.396,15.0538,23.7757,27.707,17.7753,6.4603,3.5898,5.5507,10.1362,14.4148,6.4391,0.8587,14.9027,1.9934,18.2924,0.3327,1.2229,9.5813,266.3821,39.0659,57.5503,40.6203,43.4858,7.2448,14.9031,22.3953,21.7722,0.0509,4.755,1.1344,4.3852,4.4318,2.7261,3.0152,4.2649,0.3869,12.0258,284.214,97.5085,30.7931,29.99,38.0346,71.9299,76.7613,89.196,29.6495,15.5467,3.1167,1.2373,2.4395,1.4429,6.565,15.5801,2.8451,19.441,14.7988,11.6327,0.2297,0.2639,559.0023,96.2639,93.3045,92.5385,94.4469,94.4368,91.4923,92.196,92.7202,94.5086,100,92.041,94.8508,97.1381,96.7119,91.6456,94.7404,93.4167,90.8749,88.3634,68.9014,69.6787,17.3032,18.56,30.9705,50.1881,42.802,57.5629,19.7253,13.584,4.3713,1.9143,2.5705,1.8635,6.1787,15.2366,3.0129,13.6396,10.0746,8.4981,0.3222,6.1132,394.1702,27.6238,1.33,1.3062,9.4477,16.4696,3.294,13.2582,3.2232,4.5602,2.6045,0.8975,1.2211,1.1177,1.5473,5.5311,0.713,2.6077,1.1517,1.3704,0.0388,0.6862,100,65.3149,14.6944,25.9045,52.6622,48.8255,26.8168,51.5181,13.3265,22.0837,20.896,1.3334,4.5497,5.2539,14.8095,30.4852,6.4494,18.5224,18.1862,12.6697,0.5552,0.55,0.4676,455.8747,19.4281,2.4804,5.1757,4.6531,11.333,5.8891,0.3819,20.2224,9.7926,1.7027,1.22,0.1993,1.8296,0.8753,0.2335,14.4772,0.1062,100,25.0556,49.9531,11.6246,21.5437,34.1197,7.7001,18.6324,25.6552,11.7498,12.3654,2.0745,0.2359,0,220.7098,13.7171,14.1553,3.6312,34.2774,18.548,1.2909,5.2978,0.4182,3.2107,2.8426,1.1728,0.6087,0.8293,100,92.7757,59.3488,15.1852,19.7073,6.4438,20.0909,19.6911,6.2891,11.5328,3.7379,5.3947,0.2967,0,260.494,9.3116,11.7914,78.897,79.2353,94.6311,89.4678,1.0144,9.8505,66.0564,17.8147,15.7911,20.5599,1.8391,2.4865,44.329,4.9904,0.0643,12.7191,1.169,0.9222,24.84,1.4478,5.5529,0.4189,0.8522,0.1241,2.2183,98.6618,69.2735,16.1776,21.0222,41.208,46.1637,42.3021,21.8835,51.8591,32.3,4.9739,1.9985,0.7596,6.7869,5.7307,3.7929,5.6221,0.1136
